"year","oblast","rayon","Voted","dem","prorus","region","sum"
2006,"Івано-Франківська область","Косівський район",50166,0.832575848184029,0.0744528166487262,"Галичина",0.907028664832755
2006,"Київська область, Київ","місто Біла Церква",102258,0.610250542744822,0.310811868020106,"Серединний пояс",0.921062410764928
2006,"Київська область, Київ","Білоцерківський район",33105,0.581845642652167,0.319800634345265,"Серединний пояс",0.901646276997432
2006,"Київська область, Київ","Таращанський район",19920,0.484287148594378,0.408232931726908,"Серединний пояс",0.892520080321285
2006,"Київська область, Київ","місто Фастів",26262,0.57314751351763,0.286802223745335,"Серединний пояс",0.859949737262966
2006,"Київська область, Київ","Фастівський район",19980,0.613013013013013,0.26001001001001,"Серединний пояс",0.873023023023023
2006,"Київська область, Київ","Макарівський район",26335,0.53970001898614,0.330168976647048,"Серединний пояс",0.869868995633188
2006,"Київська область, Київ","Володарський район",13665,0.637175265276253,0.28130259787779,"Серединний пояс",0.918477863154043
2006,"Київська область, Київ","Сквирський район",23889,0.602829754280213,0.299426514295282,"Серединний пояс",0.902256268575495
2006,"Київська область, Київ","Ставищенський район",16532,0.638579724171304,0.28151463827728,"Серединний пояс",0.920094362448585
2006,"Київська область, Київ","Тетіївський район",20970,0.605436337625179,0.293848354792561,"Серединний пояс",0.89928469241774
2006,"Київська область, Київ","місто Ржищів",4198,0.555502620295379,0.317532158170557,"Серединний пояс",0.873034778465936
2006,"Київська область, Київ","Богуславський район",22039,0.563637188620173,0.288624710740052,"Серединний пояс",0.852261899360225
2006,"Київська область, Київ","Кагарлицький район",21680,0.600461254612546,0.292666051660517,"Серединний пояс",0.893127306273063
2006,"Київська область, Київ","Миронівський район",23407,0.525526551886188,0.284359379672747,"Серединний пояс",0.809885931558935
2006,"Київська область, Київ","Рокитнянський район",19910,0.640883977900553,0.260120542440984,"Серединний пояс",0.901004520341537
2006,"Київська область, Київ","місто Васильків",15664,0.58982379979571,0.319394790602656,"Серединний пояс",0.909218590398366
2006,"Київська область, Київ","Васильківський район",45147,0.631869227191175,0.262653110948679,"Серединний пояс",0.894522338139854
